,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1,0 : 2,0 : 3,0 : 4,0 : 5
189,제주국제대학교,04,제주특별자치도 제주시 516로 2870,33.44059,126.572195,200,동시,50,,,Y,2,2,2,2,2,2
190,제주국제대학교,04,제주특별자치도 제주시 516로 2870,33.44059,126.572195,200,동시,50,,,Y,9,9,9,9,9,9
191,제주국제대학교,04,제주특별자치도 제주시 516로 2870,33.44059,126.572195,200,동시,50,,,Y,9,9,9,9,9,9
192,웅전공영주차장,04,제주특별자치도 제주시 노형동 2517-1,33.48271691,126.47184937,100,단독,50,,,N,2,2,2,2,2,2
193,수덕공영주차장,04,제주특별자치도 제주시 노형동 2534-3,33.48346416,126.47424822,100,단독,50,,,N,9,9,9,9,9,9
194,용두암 공영주차장,04,제주특별자치도 제주시 용두암길15,33.51478249,126.51153269,100,단독,50,,,N,3,3,3,3,2,2
195,오일시장 일대 공영주차장,04,제주특별자치도 제주시 오일장서길 26,33.497482,126.474956,100,단독,50,,,Y,9,9,9,9,9,9
196,오일시장 일대 공영주차장,04,제주특별자치도 제주시 오일장서길 26,33.497482,126.474956,100,단독,50,,,Y,9,9,9,9,9,9
197,외도119센터,04,제주특별자치도 제주시 통물길 75,33.486439,126.437740,100,단독,50,,,Y,9,9,9,9,9,9
198,외도119센터,04,제주특별자치도 제주시 통물길 75,33.486439,126.437740,100,단독,50,,,Y,2,2,2,2,2,2
199,조천도서관,04,제주특별자치도 제주시 조천읍 일주동로 1189,33.537823,126.667909,100,단독,50,,,Y,3,2,2,2,2,2
200,조천도서관,04,제주특별자치도 제주시 조천읍 일주동로 1189,33.537823,126.667909,100,단독,50,,,Y,2,2,2,2,2,2
201,한경면(청수리)청수마을회관,04,제주특별자치도 제주시 한경면 대한로 1036,33.317755,126.247556,100,단독,50,,,Y,2,2,2,2,2,2
202,한경면(청수리)청수마을회관,04,제주특별자치도 제주시 한경면 대한로 1036,33.317755,126.247556,100,단독,50,,,Y,2,2,2,2,2,2
203,성읍119지역센터,04,제주특별자치도 서귀포시 성산읍 성읍서문로 75,33.38339387,126.79465682,100,단독,50,,,Y,2,2,2,2,2,2
204,신흥2리 리사무소,04,제주특별자치도 서귀포시 남원읍 중산간동로 5807,33.32126210,126.7455930,100,단독,50,,,Y,2,2,2,2,2,2
205,영락리사무소,04,제주특별자치도 서귀포시 대정읍 영락중동로 11,33.25824940,126.21086170,100,단독,50,,,Y,2,2,2,2,2,2
206,산양리 다목적회관,04,제주특별자치도 제주시 한경면 연명로 8-1,33.2927,126.2341,100,단독,50,,,Y,2,2,2,2,2,2
207,도로 주차장,04,제주특별자치도 제주시 한림읍 금악리 1242-8,33.3498,126.3051,100,단독,50,,,Y,9,9,9,9,9,9
208,경제통상진흥원,04,제주특별자치도 제주시 연삼로 473,33.49918040,126.54017670,100,단독,50,,,Y,2,2,2,2,2,2
209,한림항 주차장,04,제주특별자치도 제주시 한림읍 한림리 1377-48,33.4104,126.2584,100,단독,50,,,Y,2,2,2,2,2,2
210,도순마을회관,04,제주특별자치도 서귀포시 도순남로 29번길 13,33.25063327,126.47523846,200,동시,50,,,Y,2,2,2,2,2,2
211,도순마을회관,04,제주특별자치도 서귀포시 도순남로 29번길 13,33.25063327,126.47523846,200,동시,50,,,Y,2,2,2,2,2,2
212,성산국민체육센터,04,제주특별자치도 서귀포시 성산읍 일주동로 4024,33.45726610,126.91665020,100,단독,50,,,Y,9,9,9,9,9,9
213,성산국민체육센터,04,제주특별자치도 서귀포시 성산읍 일주동로 4024,33.45726610,126.91665020,100,단독,50,,,Y,2,2,2,2,2,2
214,제주감귤농협유통사업단(2유통센터),04,제주특별자치도 서귀포시 남원읍 태신로 130번길 170,33.31316210,126.74337470,200,동시,50,,,Y,2,2,2,2,2,2
215,제주감귤농협유통사업단(2유통센터),04,제주특별자치도 서귀포시 남원읍 태신로 130번길 170,33.31316210,126.74337470,200,동시,50,,,Y,9,9,9,9,9,9
216,하례2리 마을회,04,제주특별자치도 서귀포시 남원읍 하례돈야로 83,33.29716000,126.60891920,200,동시,50,,,Y,2,2,2,2,2,2
217,하례2리 마을회,04,제주특별자치도 서귀포시 남원읍 하례돈야로 83,33.29716000,126.60891920,200,동시,50,,,Y,2,2,2,2,2,2
218,제주동부하수처리장,04,제주특별자치도 제주시 월정서로 162,33.56238030,126.77819280,200,동시,50,,,Y,2,2,2,2,2,2
219,제주동부하수처리장,04,제주특별자치도 제주시 월정서로 162,33.56238030,126.77819280,200,동시,50,,,Y,2,2,2,2,2,2
220,항일기념관,04,제주특별자치도 제주시 조천읍 신북로 303,33.5412329,126.6433159,200,동시,50,,,Y,2,2,2,2,2,2
221,항일기념관,04,제주특별자치도 제주시 조천읍 신북로 303,33.5412329,126.6433159,200,동시,50,,,Y,2,2,2,2,2,2
222,한국산업인력공단 제주지사,04,제주특별자치도 제주시 복지로 19,33.487857,126.5199165,200,동시,50,,,Y,2,2,2,2,2,2
223,한국산업인력공단 제주지사,04,제주특별자치도 제주시 복지로 19,33.487857,126.5199165,200,동시,50,,,Y,2,2,2,2,2,2
224,서부하수처리장,04,제주특별자치도 제주시 한경면 판포리 1459-1,33.3721,126.2080,200,동시,50,,,Y,2,2,2,2,2,2
225,서부하수처리장,04,제주특별자치도 제주시 한경면 판포리 1459-1,33.3721,126.2080,200,동시,50,,,Y,2,2,2,2,2,2
226,애월국민체육센터,04,제주특별자치도 제주시 하귀동남1길 22,33.48546230,126.413714,200,동시,50,,,Y,2,2,2,2,2,2
227,애월국민체육센터,04,제주특별자치도 제주시 하귀동남1길 22,33.48546230,126.413714,200,동시,50,,,Y,2,2,2,2,2,2
228,건강쉼터,04,제주특별자치도 제주시 한경면 두모리 2962-1,33.3530,126.1858,200,동시,50,,,Y,2,2,2,2,2,2
229,건강쉼터,04,제주특별자치도 제주시 한경면 두모리 2962-1,33.3530,126.1858,200,동시,50,,,Y,2,2,2,2,2,2
230,금능해수욕장 주차장,04,제주특별자치도 제주시 한림읍 금능리 2018,33.3908,126.2376,200,동시,50,,,Y,2,2,2,2,2,2
231,금능해수욕장 주차장,04,제주특별자치도 제주시 한림읍 금능리 2018,33.3908,126.2376,200,동시,50,,,Y,9,9,9,9,9,9
232,소공원 주차장,04,제주특별자치도 제주시 한림읍 귀덕리 3025-2,33.4423,126.2896,200,동시,50,,,Y,9,9,9,9,9,9
233,소공원 주차장,04,제주특별자치도 제주시 한림읍 귀덕리 3025-2,33.4423,126.2896,200,동시,50,,,Y,2,2,2,2,2,2
234,유수암리사무소,04,제주특별자치도 제주시 애월읍 유수암평화길 14,33.44136770,126.40315580,200,동시,50,,,Y,2,2,2,2,2,2
235,유수암리사무소,04,제주특별자치도 제주시 애월읍 유수암평화길 14,33.44136770,126.40315580,200,동시,50,,,Y,2,2,2,2,2,2
236,저지 다온빌라 공용주차장,04,제주특별자치도 제주시 한경면 저지12길 72-12,33.3376,126.2638,200,동시,50,,,Y,2,2,2,2,2,2
237,저지 다온빌라 공용주차장,04,제주특별자치도 제주시 한경면 저지12길 72-12,33.3376,126.2638,200,동시,50,,,Y,2,2,2,2,2,2
238,제주 청소년수련원 도로변 주차장,04,제주특별자치도 제주시 한림읍 금능리 2243-2,33.3778,126.2379,200,동시,50,,,Y,2,2,2,2,2,2
239,제주 청소년수련원 도로변 주차장,04,제주특별자치도 제주시 한림읍 금능리 2243-2,33.3778,126.2379,200,동시,50,,,Y,2,2,2,2,2,2
240,환경시설관리사무소,04,제주특별자치도 제주시 송이길 226,33.4616109,126.6295205,100,단독,50,,,Y,2,2,2,2,2,2
241,환경시설관리사무소,04,제주특별자치도 제주시 송이길 226,33.4616109,126.6295205,100,단독,50,,,Y,2,2,2,2,2,2
242,제주특별자치도 농업기술원,04,제주특별자치도 서귀포시 중산간서로 212,33.2609,126.4893,200,동시,50,,,Y,2,2,2,2,2,2
243,제주특별자치도 농업기술원,04,제주특별자치도 서귀포시 중산간서로 212,33.2609,126.4893,200,동시,50,,,Y,2,2,2,2,2,2
244,제주특별자치도 농업기술원,04,제주특별자치도 서귀포시 중산간서로 212,33.2609,126.4893,200,동시,50,,,Y,9,9,9,9,9,9
245,제주특별자치도 농업기술원,04,제주특별자치도 서귀포시 중산간서로 212,33.2609,126.4893,200,동시,50,,,Y,2,2,2,2,2,2
246,돈내코유원지 주차장,04,제주특별자치도 서귀포시 돈내코로 120,33.30039880,126.58465160,200,동시,50,,,Y,2,2,2,2,2,2
247,돈내코유원지 주차장,04,제주특별자치도 서귀포시 돈내코로 120,33.30039880,126.58465160,200,동시,50,,,Y,2,2,2,2,2,2
248,돈내코유원지 주차장,04,제주특별자치도 서귀포시 돈내코로 120,33.30039880,126.58465160,200,동시,50,,,Y,2,2,2,2,2,2
249,돈내코유원지 주차장,04,제주특별자치도 서귀포시 돈내코로 120,33.30039880,126.58465160,200,동시,50,,,Y,2,2,2,2,2,2
250,한림종합운동장 주차장,04,제주특별자치도 제주시 한림읍 한림리 887-2,33.4028390,126.2697128,200,동시,50,,,Y,2,2,2,2,2,2
251,한림종합운동장 주차장,04,제주특별자치도 제주시 한림읍 한림리 887-2,33.4028390,126.2697128,200,동시,50,,,Y,2,3,3,3,3,3
252,한림종합운동장 주차장,04,제주특별자치도 제주시 한림읍 한림리 887-2,33.4028390,126.2697128,200,동시,50,,,Y,2,2,2,2,2,2
253,한림종합운동장 주차장,04,제주특별자치도 제주시 한림읍 한림리 887-2,33.4028390,126.2697128,200,동시,50,,,Y,2,2,2,2,2,2
254,블루렌트카 제주도,04,제주특별자치도 제주시 용문로 48,33.5041002,126.5014242,100,동시,50,,,Y,2,2,2,2,2,2
255,블루렌트카 제주도,04,제주특별자치도 제주시 용문로 48,33.5041002,126.5014242,100,동시,50,,,Y,2,2,2,2,2,2
256,블루렌트카 제주도,04,제주특별자치도 제주시 용문로 48,33.5041002,126.5014242,100,동시,50,,,Y,2,2,2,2,2,2
257,블루렌트카 제주도,04,제주특별자치도 제주시 용문로 48,33.5041002,126.5014242,100,동시,50,,,Y,2,2,2,2,2,2
258,블루렌트카 제주도,04,제주특별자치도 제주시 용문로 48,33.5041002,126.5014242,100,동시,50,,,Y,2,2,2,2,2,2
259,보타리에너지,06,제주특별자치도 제주시 애월읍 녹근로 130,33.40864,126.317386,50,단독,50,,,Y,2,2,2,2,2,2
260,보타리에너지(오름재),05,제주특별자치도 제주시 애월읍 돈물내길 16,33.398486,126.326259,50,단독,50,,,Y,2,2,2,2,2,2
261,보타리에너지(오름재),02,제주특별자치도 제주시 애월읍 돈물내길 16,33.398486,126.326259,7,단독,50,,,Y,2,2,2,2,2,2
262,포레스트사파리,05,제주특별자치도 제주시 조천읍 선교로 474-1,33.463075,126.70884,50,단독,50,,,Y,2,2,2,2,2,2
263,포레스트사파리,05,제주특별자치도 제주시 조천읍 선교로 474-1,33.463075,126.70884,50,단독,50,,,Y,2,2,2,2,2,2
264,유수암주유소,05,제주특별자치도 제주시 애월읍 유수암평화10길 2,33.427569,126.410881,50,단독,50,,,Y,2,2,2,2,2,2
265,그리스박물관,05,제주특별자치도 제주시 한림읍 광산로 942,33.347946,126.356832,50,단독,50,,,Y,5,5,5,5,5,5
266,CU김녕교차로점,06,제주특별자치도 제주시 구좌읍 일주동로 1998,33.551221,126.7438,50,단독,50,,,Y,2,2,2,2,2,2
267,금악주유소,06,제주특별자치도 제주시 한림읍 한창로 1249,33.3533358,126.2983901,50,단독,50,,,Y,2,2,2,2,2,2
268,제주담,06,제주특별자치도 제주시 구좌읍 비자림로 1575,33.4511076,126.7680259,50,단독,50,,,Y,2,2,2,2,2,2
269,와흘을그리다,06,제주특별자치도 제주시 조천읍 남조로 2213,33.4625262,126.6603667,50,단독,50,,,Y,2,2,2,2,2,2
270,마마뜰카페,06,제주특별자치도 서귀포시 안덕면 신화역사로403번길 82,33.3099807,126.3337272,50,단독,50,,,Y,5,5,5,5,5,5
271,한앤솜하우스,06,제주특별자치도 제주시 진군남2길 10-5,33.4755212,126.4771929,50,단독,50,,,Y,2,2,2,2,2,2
272,산방산나들목,06,제주특별자치도 서귀포시 안덕면 사계남로 189,33.2302827,126.3081339,50,단독,50,,,Y,2,2,2,2,2,2
273,제주다와풀빌라,06,제주특별자치도 서귀포시 안덕면 소기왓로 81-4,33.2423297,126.3681386,50,단독,50,,,Y,2,2,2,2,2,2
274,스놉부티쿠스테이,06,제주특별자치도 서귀포시 예래해안로 17,33.2332187,126.3694299,50,단독,50,,,Y,2,2,2,2,2,2
275,파파빌레,06,제주특별자치도 제주시 조천읍 남조로 2185,33.4604749,126.6611223,50,단독,50,,,Y,2,2,2,2,2,2
276,제이이피,06,제주특별자치도 서귀포시 태평로120번길 20,33.242671,126.535552,50,단독,50,,,Y,3,3,3,3,3,3
277,농업회사법인경덕,06,제주특별자치도 제주시 조천읍 선교로 117,33.4869322,126.7060525,50,단독,50,,,Y,2,2,2,2,2,2
278,도치돌,06,제주특별자치도 제주시 애월읍 천덕로 440-1,33.4198248,126.339179,50,단독,50,,,Y,2,2,2,2,2,2
279,동광메밀짬뽕,06,제주특별자치도 서귀포시 안덕면 신화역사로 581,33.3105483,126.3498084,50,단독,50,,,Y,2,2,2,2,2,2
280,대평회센터,06,제주특별자치도 서귀포시 안덕면 대평로 52,33.2376824,126.3620591,50,단독,50,,,Y,2,2,2,2,2,2
281,달스테이,06,제주특별자치도 제주시 애월읍 중산간서로 6333,33.4568869,126.4078767,50,단독,50,,,Y,2,2,2,2,2,2
282,돈내코순두부한림점,06,제주특별자치도 제주시 한림읍 한상로 72,33.4097051,126.2824973,50,단독,50,,,Y,2,2,2,2,2,2
283,돈내코순두부한림점,06,제주특별자치도 제주시 한림읍 한상로 72,33.4097051,126.2824973,50,단독,50,,,Y,2,2,2,2,2,2
284,어박사,06,제주특별자치도 제주시 한림읍 한림로 564,33.4078298,126.257976,50,단독,50,,,Y,2,2,2,2,2,2
285,어박사,06,제주특별자치도 제주시 한림읍 한림로 564,33.4078298,126.257976,50,단독,50,,,Y,2,2,2,2,2,2
286,선래왓,06,제주특별자치도 제주시 조천읍 선진길 66-2,33.4582425,126.7086636,50,단독,50,,,Y,2,2,2,2,2,2
287,제주갤럭시호텔,06,제주특별자치도 제주시 남성로 33,33.5031006,126.5124982,50,단독,50,,,Y,2,2,2,2,2,2
288,스퀘어오션타운,05,제주특별자치도 제주시 조천읍 신흥로 33,33.546511,126.65222,50,단독,50,,,Y,2,2,2,2,2,2
289,스퀘어오션타운,05,제주특별자치도 제주시 조천읍 신흥로 33,33.546511,126.65222,50,단독,50,,,Y,5,5,5,5,5,5
290,라온랜드,05,제주특별자치도 제주시 한림읍 월림7길 155,33.355585,126.242011,50,단독,50,,,Y,2,2,2,2,2,2
291,라온랜드,05,제주특별자치도 제주시 한림읍 월림7길 155,33.355585,126.242011,50,단독,50,,,Y,2,2,2,2,2,2
292,장촌한우마을,05,제주특별자치도 제주시 애월읍 천덕로 440-4,33.420124,126.338883,100,단독,50,,,Y,2,2,2,2,2,2
293,도노미 한샘영농조합법인,05,제주특별자치도 제주시 애월읍 곽봉로 213,33.4295861,126.313339,50,단독,50,,,Y,2,2,2,2,2,2
294,제주코,05,제주특별자치도 제주시 한림읍 중산간서로 4494,33.372684,126.284578,50,단독,50,,,Y,2,2,2,2,2,2
295,만복흑돼지,05,제주특별자치도 서귀포시 안덕면 산방로 53,33.243512,126.327026,50,단독,50,,,Y,2,2,2,2,2,2
296,아만토브펜션,05,제주특별자치도 서귀포시 예래로 446,33.235836,126.370619,50,단독,50,,,Y,1,1,1,1,1,1
297,캐릭파크,05,제주특별자치도 제주시 조천읍 선교로 266,33.479712,126.700689,100,단독,50,,,Y,5,5,5,5,5,5
298,캐릭파크,05,제주특별자치도 제주시 조천읍 선교로 266,33.479712,126.700689,50,단독,50,,,Y,2,2,2,2,2,2
299,과수원피스,05,제주특별자치도 제주시 한림읍 한림로 176-2,33.385369,126.227464,50,단독,50,,,Y,2,2,2,2,2,2
300,교래아름가든,05,제주특별자치도 제주시 조천읍 교래3길 24,33.435612,126.678779,50,단독,50,,,Y,2,2,2,2,2,2
301,구구토종닭,05,제주특별자치도 제주시 조천읍 남조로 1767,33.425421,126.674423,50,단독,50,,,Y,2,2,2,2,2,2
302,관통사,05,제주특별자치도 서귀포시 표선면 표선관정로 52,33.326648,126.826629,50,단독,50,,,Y,2,2,2,2,2,2
303,꽃머채,05,제주특별자치도 제주시 애월읍 소길남길 202-4,33.418527,126.376817,50,단독,50,,,Y,2,2,2,2,2,2
304,제주안전체험관,05,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,50,단독,50,,,Y,2,2,2,2,2,2
305,제주안전체험관,05,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,50,단독,50,,,Y,2,2,2,2,2,2
306,제주안전체험관,02,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,7,단독,50,,,Y,2,2,2,2,2,2
307,제주안전체험관,02,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,7,단독,50,,,Y,2,2,2,2,2,2
308,제주안전체험관,02,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,7,단독,50,,,Y,2,2,2,2,2,2
309,제주안전체험관,02,제주특별자치도 제주시 애월읍 평화로 1885,33.394694,126.372333,7,단독,50,,,Y,2,2,2,2,2,2
310,음부리카페,05,제주특별자치도 제주시 한림읍 중산간서로 3905,33.352121,126.257607,50,단독,50,,,Y,2,2,2,2,2,2
311,창고내음식점,05,제주특별자치도 서귀포시 안덕면 창천중앙로 55,33.267362,126.369285,50,단독,50,,,Y,2,2,2,2,2,2
312,창천리복지회관,05,제주특별자치도 서귀포시 안덕면 창천중앙로 31,33.265612,126.368564,50,단독,50,,,Y,2,2,2,2,2,2
313,대자연가든,05,제주특별자치도 제주시 조천읍 신북로 618,33.5397877,126.675138,50,단독,50,,,Y,1,1,1,1,1,1
314,애월스테이인제주,05,제주특별자치도 제주시 애월읍 애월해안로 708,33.4833534,126.3771455,50,단독,50,,,Y,2,2,2,2,2,2
315,애월스테이인제주,04,제주특별자치도 제주시 애월읍 애월해안로 708,33.4833534,126.3771455,100,동시,50,,,Y,2,2,2,2,2,2
316,금악정육식당,05,제주특별자치도 제주시 한림읍 중산간서로 4302,33.3589495,126.2942221,50,단독,50,,,Y,2,2,2,2,2,2
317,한림교회,05,제주특별자치도 제주시 한림읍 한림로14길 13,33.4159133,126.2672042,50,단독,50,,,Y,2,2,2,2,2,2
318,성결교회,05,제주특별자치도 서귀포시 중산간동로 8251,33.2613446,126.5357252,50,단독,50,,,Y,2,2,2,2,2,2
319,자유렌트카,05,제주특별자치도 제주시 제성1길 75,33.4981199,126.478865,50,단독,50,,,Y,2,2,2,2,2,2
320,자유렌트카,05,제주특별자치도 제주시 제성1길 75,33.4981199,126.478865,50,단독,50,,,Y,2,2,2,2,2,2
